Type,TimeStamp,LogNode,Message,Cause
Error,04/15/2025 14:12:49,Connector,An error has occurred while handling the request. [User 'MxAdmin' with session id '1104d6cb-XXXX-XXXX-XXXX-XXXXXXXX0484' and roles 'Administrator'],"com.mendix.core.CoreRuntimeException: 'Smart.Aggregation_Production_Quantite_Secteur' is not a valid entity
	at com.mendix.basis.objectmanagement.SchemeManagerImplBase.getMetaObject(SchemeManagerImplBase.java:291)
	at com.mendix.basis.action.user.CreateAction.<init>(CreateAction.scala:21)
	at com.mendix.basis.component.ObjectManagementCore.instantiate(ObjectManagementCore.scala:23)
	at com.mendix.basis.component.ObjectManagementCore.instantiate$(ObjectManagementCore.scala:19)
	at com.mendix.basis.component.InternalCore.instantiate(InternalCore.scala:24)
	at com.mendix.webui.actions.client.RegularClientActions$.instantiate(RegularClientActions.scala:23)
	at com.mendix.webui.actions.client.CoreClientActionsRegistry.$anonfun$getNonSecureCoreActionsMap$3(CoreClientActionsRegistry.scala:58)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$.$anonfun$alwaysSuccess$1(RegularClientAction.scala:26)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$StateHandler.$anonfun$apply$1(RegularClientAction.scala:72)
	at com.mendix.webui.requesthandling.helpers.StateHandling.withState(StateHandling.scala:46)
	at com.mendix.webui.requesthandling.helpers.StateHandling.withState$(StateHandling.scala:43)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$StateHandler.withState(RegularClientAction.scala:66)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$StateHandler.apply(RegularClientAction.scala:70)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$StateHandler.apply(RegularClientAction.scala:66)
	at com.mendix.webui.actions.client.RegularClientAction.$anonfun$execute$3(RegularClientAction.scala:121)
	at scala.util.Try$.apply(Try.scala:210)
	at com.mendix.webui.actions.client.RegularClientAction.$anonfun$execute$2(RegularClientAction.scala:121)
	at com.mendix.webui.actions.client.RegularClientAction.$anonfun$execute$2$adapted(RegularClientAction.scala:119)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.$anonfun$inContext$6(ContextHandling.scala:59)
	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.scala:18)
	at com.mendix.basis.actionmanagement.ActionMonitoring$.$anonfun$monitor$1(ActionMonitoring.scala:52)
	at com.mendix.util.classloading.Runner$.withContextClassLoader(Runner.scala:20)
	at com.mendix.basis.actionmanagement.ActionMonitoring$.monitor(ActionMonitoring.scala:52)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.inContext(ContextHandling.scala:59)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.inContext$(ContextHandling.scala:33)
	at com.mendix.webui.actions.client.RegularClientAction.inContext(RegularClientAction.scala:95)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.inContext(ContextHandling.scala:30)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.inContext$(ContextHandling.scala:22)
	at com.mendix.webui.actions.client.RegularClientAction.inContext(RegularClientAction.scala:95)
	at com.mendix.webui.actions.client.RegularClientAction.$anonfun$execute$1(RegularClientAction.scala:119)
	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.scala:18)
	at com.mendix.webui.requesthandling.helpers.ProfileHandling.profileRequest(ProfileHandling.scala:14)
	at com.mendix.webui.requesthandling.helpers.ProfileHandling.profileRequest$(ProfileHandling.scala:10)
	at com.mendix.webui.actions.client.RegularClientAction.profileRequest(RegularClientAction.scala:95)
	at com.mendix.webui.actions.client.RegularClientAction.execute(RegularClientAction.scala:116)
	at com.mendix.webui.requesthandling.ClientRequestHandler.handleAction(ClientRequestHandler.scala:95)
	at com.mendix.webui.requesthandling.ClientRequestHandler.processRequest(ClientRequestHandler.scala:68)
	at com.mendix.externalinterface.connector.RequestHandler.doProcessRequest(RequestHandler.java:37)
	at com.mendix.external.connector.MxRuntimeConnector.$anonfun$processRequest$1(MxRuntimeConnector.scala:54)
	at com.mendix.external.connector.MxRuntimeConnector.$anonfun$processRequest$1$adapted(MxRuntimeConnector.scala:54)
	at com.mendix.util.classloading.Runner$.withContextClassLoader(Runner.scala:20)
	at com.mendix.external.connector.MxRuntimeConnector.processRequest(MxRuntimeConnector.scala:54)
	at com.mendix.basis.impl.MxRuntimeImpl.processRequest(MxRuntimeImpl.scala:686)
	at com.mendix.m2ee.appcontainer.server.handler.RuntimeServlet.service(RuntimeServlet.scala:40)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:590)
	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:764)
	at org.eclipse.jetty.servlet.ServletHandler$ChainEnd.doFilter(ServletHandler.java:1665)
	at org.eclipse.jetty.websocket.servlet.WebSocketUpgradeFilter.doFilter(WebSocketUpgradeFilter.java:170)
	at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:202)
	at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1635)
	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:527)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:221)
	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1580)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:221)
	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1384)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:176)
	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:484)
	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1553)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:174)
	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1306)
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:129)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:122)
	at org.eclipse.jetty.server.Server.handle(Server.java:563)
	at org.eclipse.jetty.server.HttpChannel$RequestDispatchable.dispatch(HttpChannel.java:1598)
	at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:753)
	at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:501)
	at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:287)
	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:314)
	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:100)
	at org.eclipse.jetty.io.SelectableChannelEndPoint$1.run(SelectableChannelEndPoint.java:53)
	at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.runTask(AdaptiveExecutionStrategy.java:421)
	at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.consumeTask(AdaptiveExecutionStrategy.java:390)
	at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.tryProduce(AdaptiveExecutionStrategy.java:277)
	at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.run(AdaptiveExecutionStrategy.java:199)
	at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:411)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:969)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.doRunJob(QueuedThreadPool.java:1194)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:1149)
	at java.base/java.lang.Thread.run(Thread.java:834)
"
Error,04/15/2025 14:12:49,Client,"[ERROR] Object creation failed for Smart.Aggregation_Production_Quantite_Secteur - Production: Internal server error
Internal server error i@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:19092
m@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:22574
async*e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20277
8659/s/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20308
196/startup/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:5560
e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20300
8659/s/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20308
196/startup/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:4979
e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20300
8659/s/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20308
a@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20697
e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20300
s@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20318
g@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:22074
8033/s@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:48938
p@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:49809
create@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:389027
create@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:30887
D:\Mendix\TestLocalApps-main\javascriptsource\smart\actions\JavaScript_action.js/JavaScript_action/createAndCommitObject/<@http://localhost:8080/jsactions.js?638803229641496083:3441:19
createAndCommitObject@http://localhost:8080/jsactions.js?638803229641496083:3434:14
JavaScript_action@http://localhost:8080/jsactions.js?638803229641496083:3519:17
async*execute@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:133387
async*executeInstructions@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:154554
async*3277/executeNanoflow/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:154212
insideNewStack@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:151149
executeNanoflow@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:154132
execute@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:152987
async*6499/S/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:6326
async*6499/S/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:6394
S@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:9646
R@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:177915
ye@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:19:6830
i@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:19:6731
executeAction@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:315657
onClick@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:315566
EventListener.handleEvent*componentDidMount@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:315020
xc@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:100537
wc@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:100312
yc@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:99850
2551/_l/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:111630
_l@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:112141
ol@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:104640
_@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:1362
R@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:1893
EventHandlerNonNull*7463@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:2062
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
9982@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:3817
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
2551@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:18
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
961@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:129237
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
5643@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:169161
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:4056
@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:4123
Me/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9652
Me@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9722
Fe/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9913
$e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9780
Fe@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9852
ce@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:5632
p@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:651
@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:124610
",
Warning,04/15/2025 14:12:49,Client,Continuing creation process despite error for entity 'Smart.Aggregation_Production_Quantite_Secteur'.,
Error,04/15/2025 14:12:49,Connector,An error has occurred while handling the request. [User 'MxAdmin' with session id '1104d6cb-XXXX-XXXX-XXXX-XXXXXXXX0484' and roles 'Administrator'],"com.mendix.core.CoreRuntimeException: 'Smart.Aggregation_Production_Quantite_Secteur' is not a valid entity
	at com.mendix.basis.objectmanagement.SchemeManagerImplBase.getMetaObject(SchemeManagerImplBase.java:291)
	at com.mendix.basis.action.user.CreateAction.<init>(CreateAction.scala:21)
	at com.mendix.basis.component.ObjectManagementCore.instantiate(ObjectManagementCore.scala:23)
	at com.mendix.basis.component.ObjectManagementCore.instantiate$(ObjectManagementCore.scala:19)
	at com.mendix.basis.component.InternalCore.instantiate(InternalCore.scala:24)
	at com.mendix.webui.actions.client.RegularClientActions$.instantiate(RegularClientActions.scala:23)
	at com.mendix.webui.actions.client.CoreClientActionsRegistry.$anonfun$getNonSecureCoreActionsMap$3(CoreClientActionsRegistry.scala:58)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$.$anonfun$alwaysSuccess$1(RegularClientAction.scala:26)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$StateHandler.$anonfun$apply$1(RegularClientAction.scala:72)
	at com.mendix.webui.requesthandling.helpers.StateHandling.withState(StateHandling.scala:46)
	at com.mendix.webui.requesthandling.helpers.StateHandling.withState$(StateHandling.scala:43)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$StateHandler.withState(RegularClientAction.scala:66)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$StateHandler.apply(RegularClientAction.scala:70)
	at com.mendix.webui.actions.client.RegularClientAction$Helpers$StateHandler.apply(RegularClientAction.scala:66)
	at com.mendix.webui.actions.client.RegularClientAction.$anonfun$execute$3(RegularClientAction.scala:121)
	at scala.util.Try$.apply(Try.scala:210)
	at com.mendix.webui.actions.client.RegularClientAction.$anonfun$execute$2(RegularClientAction.scala:121)
	at com.mendix.webui.actions.client.RegularClientAction.$anonfun$execute$2$adapted(RegularClientAction.scala:119)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.$anonfun$inContext$6(ContextHandling.scala:59)
	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.scala:18)
	at com.mendix.basis.actionmanagement.ActionMonitoring$.$anonfun$monitor$1(ActionMonitoring.scala:52)
	at com.mendix.util.classloading.Runner$.withContextClassLoader(Runner.scala:20)
	at com.mendix.basis.actionmanagement.ActionMonitoring$.monitor(ActionMonitoring.scala:52)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.inContext(ContextHandling.scala:59)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.inContext$(ContextHandling.scala:33)
	at com.mendix.webui.actions.client.RegularClientAction.inContext(RegularClientAction.scala:95)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.inContext(ContextHandling.scala:30)
	at com.mendix.webui.requesthandling.helpers.ContextHandling.inContext$(ContextHandling.scala:22)
	at com.mendix.webui.actions.client.RegularClientAction.inContext(RegularClientAction.scala:95)
	at com.mendix.webui.actions.client.RegularClientAction.$anonfun$execute$1(RegularClientAction.scala:119)
	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.scala:18)
	at com.mendix.webui.requesthandling.helpers.ProfileHandling.profileRequest(ProfileHandling.scala:14)
	at com.mendix.webui.requesthandling.helpers.ProfileHandling.profileRequest$(ProfileHandling.scala:10)
	at com.mendix.webui.actions.client.RegularClientAction.profileRequest(RegularClientAction.scala:95)
	at com.mendix.webui.actions.client.RegularClientAction.execute(RegularClientAction.scala:116)
	at com.mendix.webui.requesthandling.ClientRequestHandler.handleAction(ClientRequestHandler.scala:95)
	at com.mendix.webui.requesthandling.ClientRequestHandler.processRequest(ClientRequestHandler.scala:68)
	at com.mendix.externalinterface.connector.RequestHandler.doProcessRequest(RequestHandler.java:37)
	at com.mendix.external.connector.MxRuntimeConnector.$anonfun$processRequest$1(MxRuntimeConnector.scala:54)
	at com.mendix.external.connector.MxRuntimeConnector.$anonfun$processRequest$1$adapted(MxRuntimeConnector.scala:54)
	at com.mendix.util.classloading.Runner$.withContextClassLoader(Runner.scala:20)
	at com.mendix.external.connector.MxRuntimeConnector.processRequest(MxRuntimeConnector.scala:54)
	at com.mendix.basis.impl.MxRuntimeImpl.processRequest(MxRuntimeImpl.scala:686)
	at com.mendix.m2ee.appcontainer.server.handler.RuntimeServlet.service(RuntimeServlet.scala:40)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:590)
	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:764)
	at org.eclipse.jetty.servlet.ServletHandler$ChainEnd.doFilter(ServletHandler.java:1665)
	at org.eclipse.jetty.websocket.servlet.WebSocketUpgradeFilter.doFilter(WebSocketUpgradeFilter.java:170)
	at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:202)
	at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1635)
	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:527)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:221)
	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1580)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:221)
	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1384)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:176)
	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:484)
	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1553)
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:174)
	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1306)
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:129)
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:122)
	at org.eclipse.jetty.server.Server.handle(Server.java:563)
	at org.eclipse.jetty.server.HttpChannel$RequestDispatchable.dispatch(HttpChannel.java:1598)
	at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:753)
	at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:501)
	at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:287)
	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:314)
	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:100)
	at org.eclipse.jetty.io.SelectableChannelEndPoint$1.run(SelectableChannelEndPoint.java:53)
	at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.runTask(AdaptiveExecutionStrategy.java:421)
	at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.consumeTask(AdaptiveExecutionStrategy.java:390)
	at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.tryProduce(AdaptiveExecutionStrategy.java:277)
	at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.run(AdaptiveExecutionStrategy.java:199)
	at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:411)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:969)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.doRunJob(QueuedThreadPool.java:1194)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:1149)
	at java.base/java.lang.Thread.run(Thread.java:834)
"
Error,04/15/2025 14:12:49,Client,"[ERROR] Object creation failed for Smart.Aggregation_Production_Quantite_Secteur - Utilites: Internal server error
Internal server error i@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:19092
m@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:22574
async*e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20277
8659/s/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20308
196/startup/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:5560
e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20300
8659/s/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20308
196/startup/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:4979
e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20300
8659/s/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20308
a@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20697
e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20300
s@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:20318
g@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:22074
8033/s@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:48938
p@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:49809
create@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:389027
create@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:30887
D:\Mendix\TestLocalApps-main\javascriptsource\smart\actions\JavaScript_action.js/JavaScript_action/createAndCommitObject/<@http://localhost:8080/jsactions.js?638803229641496083:3441:19
createAndCommitObject@http://localhost:8080/jsactions.js?638803229641496083:3434:14
JavaScript_action@http://localhost:8080/jsactions.js?638803229641496083:3519:17
async*execute@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:133387
async*executeInstructions@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:154554
async*3277/executeNanoflow/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:154212
insideNewStack@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:151149
executeNanoflow@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:154132
execute@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:152987
async*6499/S/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:6326
async*6499/S/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:6394
S@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:9646
R@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:177915
ye@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:19:6830
i@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:19:6731
executeAction@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:315657
onClick@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:315566
EventListener.handleEvent*componentDidMount@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:61:315020
xc@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:100537
wc@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:100312
yc@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:99850
2551/_l/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:111630
_l@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:112141
ol@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:104640
_@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:1362
R@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:1893
EventHandlerNonNull*7463@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:2062
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
9982@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:59:3817
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
2551@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:18
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
961@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:29:129237
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
5643@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:169161
M@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:1409
@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:4056
@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:66:4123
Me/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9652
Me@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9722
Fe/<@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9913
$e@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9780
Fe@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:9852
ce@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:5632
p@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:651
@http://localhost:8080/mxclientsystem/mxui/mxui.js?638803229641496083:5:124610
",
Warning,04/15/2025 14:12:49,Client,Continuing creation process despite error for entity 'Smart.Aggregation_Production_Quantite_Secteur'.,
